                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.5903,                 2.8136,                 1.4034,                0.01695,                 0.0303,                 0.0098,                0.00098,                 2.0484,                 3.7202,                 1.9108,             0.00036057,             0.00036057,             0.00036057
                     52,                 1.7887,                 3.5584,                 1.7071,                 0.0043,                0.12121,                0.01388,                0.00253,                 1.9572,                 3.5434,                   1.89,              0.0003535,              0.0003535,              0.0003535
                     53,                 1.5113,                 2.8404,                  1.392,                 0.0043,                0.12121,                0.01388,                0.00253,                  1.996,                 3.5773,                 1.8043,             0.00034643,             0.00034643,             0.00034643
                     54,                 1.3726,                 2.7113,                 1.2616,                0.00302,                0.09091,                0.00203,                0.00086,                 1.8653,                 3.6015,                 1.7693,             0.00033936,             0.00033936,             0.00033936
                     55,                 1.5702,                 3.0504,                 1.4492,                0.06667,                0.06061,                0.03824,                0.00765,                 1.8402,                 3.5068,                 1.7373,              0.0003323,              0.0003323,              0.0003323
                     56,                 1.7937,                 3.1541,                 1.6322,                0.00558,                0.15152,                0.00363,                0.00093,                 2.0311,                 3.5682,                 1.8811,             0.00032523,             0.00032523,             0.00032523
                     57,                 1.5701,                 2.9372,                  1.381,                0.00558,                0.15152,                0.00363,                0.00093,                 1.8917,                 3.7451,                 1.7846,             0.00031816,             0.00031816,             0.00031816
                     58,                  1.393,                 2.6969,                 1.3109,                 0.0044,                0.12121,                0.00294,                0.00096,                 1.8614,                 3.4864,                 2.0443,             0.00031109,             0.00031109,             0.00031109
                     59,                 1.4547,                 2.8427,                 1.3575,                 0.0044,                0.12121,                0.00294,                0.00096,                 2.1047,                 3.6531,                 1.8583,             0.00030402,             0.00030402,             0.00030402
                     60,                 1.5675,                  2.881,                  1.413,                0.00492,                0.15152,                 0.0032,                0.00097,                 1.8957,                 3.5288,                 1.8669,             0.00029695,             0.00029695,             0.00029695
                     61,                 1.4248,                 2.6157,                    1.3,                0.00926,                0.15152,                0.00535,                0.00134,                 1.9238,                 3.5095,                 1.8248,             0.00028988,             0.00028988,             0.00028988
                     62,                 1.5123,                   2.98,                 1.3862,                0.00346,                0.09091,                0.00197,                0.00032,                 2.0037,                 3.4833,                 1.8005,             0.00028282,             0.00028282,             0.00028282
                     63,                 1.5683,                 3.0533,                 1.5411,                0.01439,                0.06061,                0.00779,                0.00156,                 2.0397,                 3.5884,                 1.8417,             0.00027575,             0.00027575,             0.00027575
                     64,                 1.5266,                 2.9817,                 1.4584,                0.00557,                0.09091,                0.00426,                0.00138,                  1.975,                  3.651,                  1.909,             0.00026868,             0.00026868,             0.00026868
                     65,                 1.4575,                 2.8236,                 1.3694,                0.00661,                0.21212,                0.00563,                0.00184,                 1.8773,                 3.4809,                 1.8039,             0.00026161,             0.00026161,             0.00026161
                     66,                 1.6242,                 2.9661,                 1.4691,                0.00661,                0.21212,                0.00563,                0.00184,                 2.0617,                 3.5639,                 1.8707,             0.00025454,             0.00025454,             0.00025454
                     67,                 1.6316,                 3.0563,                 1.5321,                0.00688,                0.15152,                0.00554,                0.00148,                 2.0093,                 3.5413,                 1.8328,             0.00024747,             0.00024747,             0.00024747
                     68,                 1.6631,                 3.0906,                 1.5358,                0.00742,                0.18182,                 0.0077,                0.00303,                 1.9678,                   3.64,                  1.857,              0.0002404,              0.0002404,              0.0002404
                     69,                 1.5216,                 2.8254,                 1.4753,                0.01156,                0.06061,                0.00674,                0.00067,                 2.0302,                 3.9014,                 1.8842,             0.00023334,             0.00023334,             0.00023334
                     70,                 1.4968,                  2.834,                 1.4345,                 0.0123,                0.18182,                0.00867,                0.00343,                 1.8278,                 3.3972,                 1.8482,             0.00022627,             0.00022627,             0.00022627
                     71,                 1.6333,                 3.1914,                 1.5691,                0.00896,                0.09091,                0.00722,                0.00209,                 1.9768,                 3.4002,                 1.8616,              0.0002192,              0.0002192,              0.0002192
                     72,                  1.684,                 3.1145,                 1.6354,                0.01066,                0.15152,                0.00762,                0.00287,                 1.8336,                 3.5101,                 1.7891,             0.00021213,             0.00021213,             0.00021213
                     73,                 1.7068,                 2.9894,                 1.6053,                 0.0077,                0.18182,                0.00562,                0.00179,                 1.9043,                 3.4886,                 1.8648,             0.00020506,             0.00020506,             0.00020506
                     74,                 1.5843,                 3.0375,                 1.5199,                0.00559,                0.09091,                0.00355,                0.00161,                 1.8381,                 3.5424,                 1.7969,             0.00019799,             0.00019799,             0.00019799
                     75,                 1.5937,                 2.9516,                 1.5489,                0.00326,                0.24242,                0.00838,                0.00356,                 1.9208,                 3.5006,                 1.8423,             0.00019092,             0.00019092,             0.00019092
                     76,                 1.4181,                 2.6539,                 1.3264,                0.00968,                0.09091,                0.00538,                0.00106,                 1.9183,                 3.4933,                 1.8148,             0.00018385,             0.00018385,             0.00018385
                     77,                  1.895,                 3.3925,                 1.8239,                 0.0081,                0.30303,                0.00814,                0.00294,                 1.8976,                 3.3764,                 1.8001,             0.00017679,             0.00017679,             0.00017679
                     78,                 1.4999,                 2.7567,                 1.3805,                0.00296,                0.06061,                0.00185,                0.00026,                 2.0688,                 3.4749,                 1.8621,             0.00016972,             0.00016972,             0.00016972
                     79,                 1.3698,                 2.6899,                 1.2936,                0.00356,                0.15152,                0.00335,                0.00143,                 1.8839,                 3.4068,                 1.8231,             0.00016265,             0.00016265,             0.00016265
                     80,                 1.6263,                 3.0599,                 1.5194,                0.00929,                0.18182,                0.03479,                0.01672,                 1.8522,                 3.5197,                 1.8492,             0.00015558,             0.00015558,             0.00015558
                     81,                 1.4566,                 2.7727,                 1.4199,                 0.0045,                0.12121,                0.00503,                0.00162,                 1.8898,                 3.4858,                 1.8076,             0.00014851,             0.00014851,             0.00014851
                     82,                 1.4329,                 2.7074,                 1.3472,                0.00685,                0.12121,                0.00624,                0.00264,                 1.8312,                 3.4893,                  1.834,             0.00014144,             0.00014144,             0.00014144
                     83,                 1.6143,                 2.9418,                 1.5001,                0.01167,                0.21212,                0.01525,                0.00644,                 1.8915,                 3.5321,                 1.8658,             0.00013437,             0.00013437,             0.00013437
                     84,                 1.4799,                  2.739,                 1.3683,                0.00544,                0.15152,                0.00608,                0.00274,                 1.8151,                 3.4181,                 1.8677,             0.00012731,             0.00012731,             0.00012731
                     85,                 1.5443,                 2.9014,                 1.4383,                0.00396,                0.06061,                0.00256,                0.00055,                 2.0037,                 3.4725,                 1.8992,             0.00012024,             0.00012024,             0.00012024
                     86,                 1.3581,                 2.6209,                 1.2822,                0.00517,                0.12121,                0.01007,                0.00382,                 1.8171,                 3.4042,                 1.7904,             0.00011317,             0.00011317,             0.00011317
                     87,                 1.7243,                 3.2956,                 1.6304,                 0.0075,                0.27273,                0.00865,                0.00327,                 1.8144,                 3.4286,                 1.7925,              0.0001061,              0.0001061,              0.0001061
                     88,                 1.8969,                 3.5976,                 1.8096,                0.00963,                0.24242,                0.01223,                0.00427,                 1.8487,                 3.3525,                  1.798,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                 1.5137,                  2.951,                 1.4869,                 0.0063,                0.09091,                0.00735,                0.00349,                 1.8609,                  3.433,                 1.8094,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                 1.5004,                 2.8368,                 1.4633,                0.00772,                0.21212,                0.00867,                0.00317,                 1.9113,                 3.4076,                 1.8468,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.94104,                 1.8351,                0.94769,                0.00774,                0.12121,                0.00763,                0.00342,                  1.917,                 3.3586,                 1.8624,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                 1.0139,                 2.0272,                 1.0339,                0.00554,                0.27273,                0.01747,                0.00481,                  1.837,                 3.3427,                 1.8426,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.96405,                 1.8925,                0.95679,                0.00628,                0.21212,                0.00899,                0.00277,                 1.8382,                  3.411,                 1.8419,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                 1.0505,                 2.2078,                 1.0884,                0.00637,                0.12121,                0.00739,                0.00258,                 1.8853,                 3.4024,                 1.8489,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                 1.0327,                 2.1325,                 1.0569,                0.00711,                0.27273,                0.00972,                0.00349,                 1.8061,                 3.4049,                 1.8296,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                 1.1349,                 2.1966,                 1.1321,                0.00914,                0.24242,                0.01074,                0.00386,                 1.8604,                 3.3985,                 1.8391,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                 1.0419,                 2.1058,                 1.0284,                0.00817,                0.24242,                0.01398,                0.00538,                  1.823,                 3.3249,                 1.8348,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                 1.0842,                 2.0746,                 1.1112,                 0.0069,                0.24242,                0.01162,                0.00401,                 1.8024,                 3.3471,                 1.8151,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.88935,                 1.9205,                0.89404,                0.00652,                0.21212,                0.01176,                0.00428,                 1.8079,                 3.3899,                 1.8251,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                 1.0433,                 1.9635,                 1.0403,                0.00708,                0.24242,                0.01245,                0.00446,                 1.8082,                 3.3913,                 1.8303,             1.4209e-05,             1.4209e-05,             1.4209e-05
